;movie_title;HCA
1987;The Hoax ;114
1988;Stone Cold ;57
1989;The Road ;150
1990;Sheena ;146
1991;Underclassman ;81
1992;Say It Isn't So ;82
1993;The World's Fastest Indian ;117
1995;Tank Girl ;157
1996;King's Ransom ;73
1997;Blindness ;23
1998;BloodRayne ;3
1999;Carnage ;114
2000;Where the Truth Lies ;50
2001;Cirque du Soleil: Worlds Away ;84
2002;Without Limits ;117
2003;Me and Orson Welles ;19
2004;The Best Offer ;53
2005;Bad Lieutenant: Port of Call New Orleans ;59
2006;A Turtle's Tale: Sammy's Adventures ;132
2007;Little White Lies ;114
2008;Love Ranch ;115
2009;The True Story of Puss'N Boots ;132
2010;Space Dogs ;132
2011;The Counselor ;64
2012;Ironclad ;153
2013;Waterloo ;30
2014;Kung Fu Killer ;163
2015;Red Sky ;144
2016;Dangerous Liaisons ;101
2017;On the Road ;150
2018;Star Trek IV: The Voyage Home ;89
2019;Rocky Balboa ;118
2021;Scream 2 ;10
2022;Jane Got a Gun ;21
2023;Think Like a Man Too ;82
2024;The Whole Nine Yards ;73
2025;Footloose ;94
2026;Old School ;85
2027;The Fisher King ;110
2028;I Still Know What You Did Last Summer ;10
2029;Return to Me ;100
2030;Zack and Miri Make a Porno ;82
2031;Nurse Betty ;74
2032;The Men Who Stare at Goats ;33
2033;Double Take ;80
2034;Girl, Interrupted ;41
2035;Win a Date with Tad Hamilton! ;82
2036;Muppets from Space ;125
2037;The Wiz ;119
2038;Ready to Rumble ;116
2039;Play It to the Bone ;115
2040;I Don't Know How She Does It ;82
2041;Piranha 3D ;9
2042;Beyond the Sea ;97
2043;Meet the Deedles ;107
2044;The Princess and the Cobbler ;123
2045;The Bridge of San Luis Rey ;101
2046;Faster ;57
2047;Howl's Moving Castle ;123
2048;Zombieland ;18
2050;The Waterboy ;116
2051;Star Wars: Episode V - The Empire Strikes Back ;159
2052;Bad Boys ;81
2053;The Naked Gun 2½: The Smell of Fear ;73
2054;Final Destination ;17
2055;The Ides of March ;19
2056;Pitch Black ;2
2057;Someone Like You... ;82
2058;Her ;22
2060;Joy Ride ;47
2061;The Adventurer: The Curse of the Midas Box ;124
2062;Anywhere But Here ;114
2064;The Crew ;73
2065;Haywire ;144
2066;Jaws: The Revenge ;18
2067;Marvin's Room ;19
2068;The Longshots ;117
2069;The End of the Affair ;101
2070;Harley Davidson and the Marlboro Man ;60
2071;In the Valley of Elah ;50
2072;Coco Before Chanel ;41
2073;Forsaken ;21
2074;Chéri ;100
2075;Rogue             ;57
2076;Vanity Fair ;19
2077;Bodyguards and Assassins ;152
2078;1408 ;5
2079;Spaceballs ;89
2080;The Water Diviner ;34
2081;Ghost ;7
2082;There's Something About Mary ;82
2083;The Santa Clause ;110
2084;The Rookie ;109
2085;The Game Plan ;109
2086;The Bridges of Madison County ;101
2087;The Animal ;88
2088;Gandhi ;36
2089;The Hundred-Foot Journey ;114
2090;The Net ;49
2091;I Am Sam ;19
2092;Son of God ;36
2093;Underworld ;3
2094;Derailed ;25
2095;The Informant! ;75
2096;Shadowlands ;39
2097;Deuce Bigalow: European Gigolo ;85
2098;Delivery Man ;114
2100;Our Kind of Traitor ;142
2101;Saving Silverman ;72
2102;Diary of a Wimpy Kid: Dog Days ;107
2103;Summer of Sam ;62
2104;Jay and Silent Bob Strike Back ;85
2106;The Glass House ;50
2107;Hail, Caesar! ;51
2108;Josie and the Pussycats ;92
2109;Homefront ;57
2110;The Little Vampire ;125
2111;I Heart Huckabees ;85
2112;RoboCop 3 ;139
2113;Megiddo: The Omega Code 2 ;138
2114;Darling Lili ;95
2115;Dudley Do-Right ;105
2116;The Transporter Refueled ;58
2117;The Libertine ;101
2118;Black Book ;26
2119;Joyeux Noel ;95
2120;Hit and Run ;162
2121;Mad Money ;66
2122;Before I Go to Sleep ;55
2123;Sorcerer ;150
2124;Stone ;25
2125;Molière ;148
2126;Out of the Furnace ;64
2127;Michael Clayton ;50
2128;My Fellow Americans ;148
2129;Arlington Road ;64
2130;Underdogs ;108
2131;To Rome with Love ;82
2132;Firefox ;135
2133;South Park: Bigger Longer & Uncut ;120
2134;Death at a Funeral ;85
2135;Teenage Mutant Ninja Turtles III ;125
2136;Hardball ;118
2137;Silver Linings Playbook ;100
2138;Freedom Writers ;43
2139;For Colored Girls ;19
2140;The Transporter ;58
2141;Never Back Down ;163
2142;The Rage: Carrie 2 ;15
2143;The Bachelor             ;84
2144;Away We Go ;100
2145;Swing Vote ;114
2146;Moonlight Mile ;101
2147;Tinker Tailor Soldier Spy ;55
2148;Molly ;100
2149;The Beaver ;19
2150;The Best Little Whorehouse in Texas ;92
2151;eXistenZ ;15
2152;Raiders of the Lost Ark ;164
2153;Home Alone 2: Lost in New York ;134
2154;Close Encounters of the Third Kind ;22
2155;Pulse ;24
2156;Beverly Hills Cop II ;80
2157;Bringing Down the House ;85
2158;The Silence of the Lambs ;65
2159;Wayne's World ;92
2160;Jackass 3D ;69
2161;Jaws 2 ;18
2162;Beverly Hills Chihuahua ;106
2163;The Conjuring ;11
2164;Are We There Yet? ;106
2165;Tammy ;85
2167;School of Rock ;92
2168;Mortal Kombat ;138
2170;White Chicks ;73
2171;The Descendants ;114
2172;Holes ;134
2173;The Last Song ;93
2174;12 Years a Slave ;36
2175;Drumline ;95
2176;Why Did I Get Married Too? ;100
2177;Edward Scissorhands ;84
2178;Me Before You ;101
2179;Madea's Witness Protection ;74
2180;The French Connection ;57
2181;Bad Moms ;85
2182;Date Movie ;82
2183;Return to Never Land ;123
2184;Selma ;36
2185;The Jungle Book 2 ;119
2186;Boogeyman ;13
2187;Premonition ;55
2188;The Tigger Movie ;121
2189;Orphan ;11
2190;Max ;134
2191;Meet the Browns             ;85
2192;Epic Movie ;148
2194;Spotlight ;43
2195;Lakeview Terrace ;64
2196;The Grudge 2 ;17
2197;How Stella Got Her Groove Back ;100
2198;Bill & Ted's Bogus Journey ;89
2199;Man of the Year ;75
2200;The Black Hole ;156
2201;The American ;64
2202;Selena ;97
2203;Vampires Suck ;85
2204;Babel ;19
2205;This Is Where I Leave You ;114
2206;Doubt ;52
2207;Team America: World Police ;77
2208;Texas Chainsaw 3D ;17
2209;Copycat ;50
2210;Scary Movie 5 ;85
2211;Paint Your Wagon ;91
2212;Milk ;36
2213;Risen ;52
2214;Ghost Ship ;8
2215;A Very Harold & Kumar 3D Christmas ;148
2216;Wild Things ;50
2217;The Stepfather ;67
2218;The Debt ;25
2219;High Fidelity ;95
2220;One Missed Call ;10
2221;Eye for an Eye ;64
2222;The Bank Job ;62
2223;Eternal Sunshine of the Spotless Mind ;22
2224;You Again ;105
2225;Street Kings ;57
2226;The World's End ;157
2227;Nancy Drew ;61
2228;Daybreakers ;4
2229;She's Out of My League ;82
2230;Monte Carlo ;106
2231;Stay Alive ;17
2232;Quigley Down Under ;154
2233;Alpha and Omega ;106
2234;The Covenant ;3
2235;Stick It ;115
2236;Shorts ;112
2237;To Die For ;74
2238;Nerve ;48
2239;Appaloosa ;60
2240;Vampires ;4
2241;Yu-Gi-Oh! Duel Monsters             ;126
2242;Psycho ;11
2243;My Best Friend's Girl ;82
2244;Endless Love ;101
2245;Georgia Rule ;114
2246;Under the Rainbow ;85
2247;Ladyhawke ;146
2248;Simon Birch ;102
2249;Reign Over Me ;19
2250;Into the Wild ;41
2251;School for Scoundrels ;85
2252;Silent Hill: Revelation 3D ;18
2253;From Dusk Till Dawn ;65
2254;Pooh's Heffalump Movie ;131
2255;Home for the Holidays ;100
2256;Kung Fu Hustle ;78
2257;Fired Up             ;85
2258;The Country Bears ;91
2259;The Kite Runner ;19
2260;21 Grams ;19
2261;Paparazzi ;57
2263;A Guy Thing ;82
2264;Loser ;82
2265;Capitalism: A Love Story ;70
2266;The Greatest Story Ever Told ;36
2267;Secret in Their Eyes ;50
2268;Disaster Movie ;85
2269;Armored ;58
2270;The Man Who Knew Too Little ;80
2271;What's Your Number? ;82
2272;Lockout ;137
2273;Envy ;85
2274;Crank: High Voltage ;139
2275;Bullets Over Broadway ;73
2276;One Night with the King ;36
2277;The Quiet American ;32
2278;The Weather Man ;114
2279;Undisputed ;60
2280;Ghost Town ;110
2281;12 Rounds ;58
2282;Let Me In ;10
2283;3 Ninjas Kick Back ;128
2284;Be Kind Rewind ;85
2285;Mrs Henderson Presents ;95
2286;Triple 9 ;57
2287;Deconstructing Harry ;85
2288;Three to Tango ;82
2289;Burnt ;114
2290;We're No Angels ;73
2291;Everyone Says I Love You ;91
2293;Death Sentence ;58
2294;Everybody's Fine ;150
2295;Superbabies: Baby Geniuses 2 ;90
2296;The Man ;79
2297;Code Name: The Cleaner ;79
2298;Connie and Carla ;92
2299;Sweet Charity ;95
2300;Inherent Vice ;53
2301;Doogal ;122
2302;Battle of the Year ;98
2303;Perception             ;50
2304;An American Carol ;113
2305;Machete Kills ;80
2306;Willard ;24
2307;Strange Wilderness ;148
2308;Topsy-Turvy ;36
2309;Little Boy ;34
2310;A Dangerous Method ;42
2311;A Scanner Darkly ;23
2312;Chasing Mavericks ;117
2313;Alone in the Dark ;2
2314;Bandslam ;93
2315;Birth ;54
2316;A Most Violent Year ;57
2317;Passchendaele ;32
2318;Flash of Genius ;41
2319;I'm Not There. ;97
2320;The Cold Light of Day ;144
2321;The Brothers Bloom ;147
2322;Synecdoche, New York ;100
2323;Princess Mononoke ;123
2324;Bon voyage ;32
2325;Can't Stop the Music ;92
2326;The Proposition ;60
2327;Courage ;117
2328;Marci X ;92
2329;Equilibrium ;141
2330;The Children of Huang Shi ;34
2331;The Yards ;62
2332;The Oogieloves in the Big Balloon Adventure ;119
2333;By the Sea ;101
2334;Steamboy ;126
2335;The Game of Their Lives ;38
2336;All Good Things ;53
2337;Rapa Nui ;153
2338;CJ7 ;90
2339;Les couloirs du temps: Les visiteurs II ;88
2340;Dylan Dog: Dead of Night ;12
2341;People I Know ;53
2342;The Doombolt Chase             ;104
2343;The Tempest ;110
2344;Regression ;50
2345;The Touch ;84
2346;Three Kingdoms: Resurrection of the Dragon ;30
2347;Shattered ;64
2348;Zambezia ;132
2349;Ramanujan ;36
2350;Dwegons and Leprechauns ;130
2351;Hands of Stone ;44
2352;Survivor ;58
2353;The Frozen Ground ;50
2354;The Painted Veil ;101
2355;The Baader Meinhof Complex ;44
2356;Dances with Wolves ;151
2357;Bad Teacher ;85
2358;Sea of Love ;50
2359;A Cinderella Story ;105
2360;Scream ;10
2361;Thir13en Ghosts ;8
2362;The Shining ;14
2363;Back to the Future ;89
2364;House on Haunted Hill ;11
2365;I Can Do Bad All by Myself ;114
2366;Fight Valley ;163
2367;The Switch ;100
2368;Just Married ;82
2369;The Devil's Double ;42
2370;Gone, Baby, Gone             ;100
2371;Thomas and the Magic Railroad ;133
2372;The Crazies ;17
2373;Spirited Away ;123
2374;Firestorm ;58
2375;The Bounty ;153
2376;The Book Thief ;34
2377;Sex Drive ;147
2378;Leap Year ;82
2379;The Fall of the Roman Empire ;31
2380;Take Me Home Tonight ;100
2381;Won't Back Down ;19
2382;The Nutcracker ;119
2383;Kansas City ;99
2384;Indignation ;19
2385;The Amityville Horror ;13
2386;Adaptation. ;114
2387;Land of the Dead ;8
2388;Out of Inferno ;165
2389;Fear and Loathing in Las Vegas ;147
2390;The Invention of Lying ;83
2391;Neighbors ;85
2392;The Mask ;78
2393;Big ;110
2394;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ;85
2395;Legally Blonde ;82
2396;Star Trek III: The Search for Spock ;155
2397;The Exorcism of Emily Rose ;14
2398;Deuce Bigalow: Male Gigolo ;82
2399;Left Behind ;56
2400;The Family Stone ;100
2401;Barbershop 2: Back in Business ;114
2402;Bad Santa ;74
2403;Austin Powers: International Man of Mystery ;73
2404;My Big Fat Greek Wedding 2 ;105
2405;Diary of a Wimpy Kid: Rodrick Rules ;107
2406;Predator ;2
2407;Amadeus ;36
2408;Prom Night ;10
2409;Mean Girls ;85
2410;Under the Tuscan Sun ;100
2411;Gosford Park ;52
2412;The O.C.             ;100
2413;Peggy Sue Got Married ;110
2414;Birdman or (The Unexpected Virtue of Ignorance) ;100
2415;Blue Jasmine ;19
2416;United 93 ;37
2417;Honey ;94
2419;Spy Hard ;77
2420;The Fog ;5
2421;Soul Surfer ;117
2422;Catch-22 ;33
2423;Observe and Report ;74
2424;Conan the Destroyer ;160
2425;Raging Bull ;117
2426;Love Happens ;101
2427;Young Sherlock Holmes ;56
2428;Fame ;95
2429;127 Hours ;42
2430;Small Time Crooks ;73
2431;Center Stage ;94
2432;Love the Coopers ;85
2433;Catch That Kid ;73
2434;Life as a House ;19
2435;Steve Jobs ;41
2436;I Love You, Beth Cooper ;82
2437;Youth in Revolt ;100
2438;The Legend of the Lone Ranger ;164
2439;The Tailor of Panama ;25
2440;Blow Out ;47
2441;Getaway ;58
2442;The Ice Storm ;19
2443;And So It Goes ;100
2444;Troop Beverly Hills ;148
2445;Being Julia ;100
2446;9½ Weeks ;101
2447;Dragonslayer ;160
2448;The Last Station ;39
2449;Ed Wood ;40
2450;Labor Day ;19
2451;Mongol: The Rise of Genghis Khan ;29
2452;RocknRolla ;58
2453;Megaforce ;156
2454;Hamlet ;19
2455;Mao's Last Dancer ;39
2456;Midnight Special ;149
2457;Anything Else ;82
2458;The Railway Man ;29
2459;Unforgettable             ;52
2460;The White Ribbon ;52
2461;Restoration ;8
2462;The Wraith ;4
2463;The Salton Sea ;50
2464;Metallica Through the Never ;91
2465;The Informers ;64
2466;Carlos             ;42
2467;I Come with the Rain ;142
2468;One Man's Hero ;30
2469;Day of the Dead ;8
2470;I Am Wrath ;57
2471;Renaissance ;140
2473;Red Sonja ;160
2474;Red Lights ;13
2475;Superbad ;85
2476;Madea Goes to Jail ;74
2477;Wolves ;1
2478;Step Up 2: The Streets ;94
2479;Hoodwinked! ;107
2480;Hotel Rwanda ;31
2481;Hitman ;57
2482;Black Nativity ;93
2483;The Prince ;144
2484;City of Ghosts ;64
2485;The Others ;7
2486;Aliens ;155
2487;My Fair Lady ;93
2488;I Know What You Did Last Summer ;11
2489;Let's Be Cops ;85
2490;Sideways ;147
2491;Beerfest ;85
2492;Halloween ;17
2494;Good Boy! ;88
2495;The Best Man Holiday ;114
2496;Smokin' Aces ;57
2497;Saw 3D: The Final Chapter ;10
2498;40 Days and 40 Nights ;82
2500;A Night at the Roxbury ;91
2501;Beastly ;111
2502;The Hills Have Eyes ;8
2503;Dickie Roberts: Former Child Star ;85
2504;McFarland, USA ;117
2505;Lottery Ticket ;85
2506;ATL ;92
2507;Pitch Perfect ;91
2508;Summer Catch ;115
2509;A Simple Plan ;64
2510;They ;11
2511;Larry the Cable Guy: Health Inspector ;82
2512;The Adventures of Elmo in Grouchland ;120
2513;Brooklyn's Finest ;64
2514;55 Days at Peking ;152
2515;Evil Dead ;8
2516;My Life in Ruins ;82
2517;American Dreamz ;92
2518;Superman IV: The Quest for Peace ;126
2519;How She Move ;19
2520;Running Scared ;57
2521;Bobby Jones: Stroke of Genius ;118
2522;Shanghai Surprise ;151
2523;The Illusionist ;54
2524;Roar ;18
2525;Veronica Guerin ;42
2526;Escobar: Paradise Lost ;62
2527;Southland Tales ;145
2528;Dragon Hunters ;123
2529;Damnation Alley ;90
2530;The Apparition ;17
2531;My Girl ;102
2532;Fur: An Imaginary Portrait of Diane Arbus ;39
2534;Wall Street ;59
2535;Sense and Sensibility ;101
2536;Becoming Jane ;39
2537;Sydney White ;82
2538;House of Sand and Fog ;19
2539;Dead Poets Society ;114
2540;Dumb & Dumber ;85
2541;When Harry Met Sally... ;100
2542;The Verdict ;19
2543;Road Trip ;85
2544;Varsity Blues ;115
2545;The Artist ;100
2546;The Unborn ;56
2547;Moonrise Kingdom ;147
2548;The Texas Chainsaw Massacre: The Beginning ;8
2549;The Young Messiah ;19
2550;The Master of Disguise ;107
2551;Pan's Labyrinth ;35
2552;The Messengers             ;56
2553;See Spot Run ;107
2554;Baby Boy ;62
2555;The Roommate ;14
2556;Joe Dirt ;147
2557;Double Impact ;165
2558;Hot Fuzz ;51
2559;The Women ;114
2560;Vicky Cristina Barcelona ;101
2561;Arn: The Knight Templar ;153
2563;Boys and Girls ;100
2564;White Oleander ;19
2565;Jennifer's Body ;113
2566;Drowning Mona ;51
2567;Radio Days ;85
2569;Remember Me ;101
2570;How to Deal ;100
2571;My Stepmother Is an Alien ;86
2572;Philadelphia ;19
2573;The Thirteenth Floor ;47
2574;The Cookout ;85
2575;Meteor ;141
2576;Duets ;96
2577;Hollywood Ending ;82
2578;Detroit Rock City ;92
2579;Highlander ;160
2580;Things We Lost in the Fire ;19
2581;Steel ;165
2582;The Immigrant ;101
2583;The White Countess ;32
2584;Trance ;50
2585;Soul Plane ;85
2586;Welcome to the Sticks ;82
2587;Good ;32
2588;Enter the Void ;111
2589;Vamps ;9
2590;Hachi: A Dog's Tale ;104
2591;Zulu ;64
2592;The Homesman ;21
2593;Juwanna Mann ;115
2594;Lilyhammer             ;74
2595;Ararat ;34
2596;Madison ;118
2597;Slow Burn ;55
2598;Wasabi ;81
2599;Slither ;87
2600;Beverly Hills Cop ;79
2601;Home Alone ;107
2602;3 Men and a Baby ;102
2603;Tootsie ;100
2604;Top Gun ;163
2605;Crouching Tiger, Hidden Dragon ;163
2606;American Beauty ;19
2607;The King's Speech ;39
2608;Twins ;73
2609;Scream: The TV Series             ;65
2610;The Yellow Handkerchief ;101
2611;The Color Purple ;19
2612;Tidal Wave ;145
2614;The Imitation Game ;26
2615;Private Benjamin ;33
2616;Coal Miner's Daughter ;97
2617;Diary of a Wimpy Kid ;107
2618;Mama ;5
2620;National Lampoon's Vacation ;148
2621;Bad Grandpa ;85
2622;The Queen ;41
2623;Beetlejuice ;113
2624;Why Did I Get Married? ;114
2625;Little Women ;102
2626;The Woman in Black ;7
2627;When a Stranger Calls ;17
2628;Big Fat Liar ;134
2629;The Deer Hunter ;34
2630;Wag the Dog ;114
2631;The Lizzie McGuire Movie ;91
2632;Snitch ;28
2633;Krampus ;113
2634;The Faculty ;16
2635;What's Love Got to Do with It ;97
2636;Cop Land ;64
2637;Not Another Teen Movie ;85
2638;End of Watch ;64
2640;The Skulls ;57
2641;The Theory of Everything ;39
2642;Malibu's Most Wanted ;73
2643;Where the Heart Is ;100
2644;Lawrence of Arabia ;29
2645;Halloween II ;8
2646;Wild ;41
2647;The Last House on the Left ;65
2648;The Wedding Date ;82
2649;Halloween: Resurrection ;6
2651;The Princess Bride ;106
2652;The Great Debaters ;41
2653;Drive ;59
2654;Confessions of a Teenage Drama Queen ;91
2655;The Object of My Affection ;100
2656;28 Weeks Later ;14
2657;When the Game Stands Tall ;109
2658;Because of Winn-Dixie ;102
2659;Love & Basketball ;118
2660;Grosse Pointe Blank ;61
2661;All About Steve ;82
2662;Book of Shadows: Blair Witch 2 ;56
2663;The Craft ;7
2664;Match Point ;54
2665;Ramona and Beezus ;125
2666;The Remains of the Day ;101
2667;Boogie Nights ;19
2668;Nowhere to Run ;61
2669;Flicka ;134
2670;The Hills Have Eyes II ;8
2671;Urban Legends: Final Cut ;11
2672;Tuck Everlasting ;103
2673;The Marine ;28
2674;Keanu ;77
2675;Country Strong ;98
2676;Disturbing Behavior ;16
2677;The Place Beyond the Pines ;64
2678;The November Man ;58
2679;Eye of the Beholder ;55
2680;The Hurt Locker ;31
2681;Firestarter ;4
2682;Killing Them Softly ;67
2683;A Most Wanted Man ;64
2684;Freddy Got Fingered ;85
2685;The Pirates Who Don't Do Anything: A VeggieTales Movie ;132
2686;U2 3D ;68
2687;Highlander: Endgame ;159
2688;Idlewild ;99
2689;One Day ;101
2690;Whip It ;118
2691;Knockaround Guys ;64
2692;Confidence ;67
2693;The Muse ;85
2694;De-Lovely ;97
2695;New York Stories ;100
2696;Barney's Great Adventure ;134
2697;The Man with the Iron Fists ;165
2698;Home Fries ;100
2699;Here on Earth ;101
2700;Brazil ;22
2701;Raise Your Voice ;91
2702;The Dead Zone             ;22
2703;The Big Lebowski ;73
2704;Black Snake Moan ;98
2705;Dark Blue ;62
2706;A Mighty Heart ;26
2707;Whatever It Takes ;100
2708;Boat Trip ;85
2709;The Importance of Being Earnest ;100
2710;The Love Letter ;84
2711;Hoot ;134
2712;In Bruges ;74
2713;Peeples ;82
2714;The Rocker ;92
2715;Post Grad ;82
2716;Promised Land ;19
2717;Whatever Works ;82
2718;The In Crowd ;55
2719;Three Burials ;151
2720;Jakob the Liar ;34
2721;Kiss Kiss Bang Bang ;51
2722;Idle Hands ;6
2723;Mulholland Drive ;55
2724;Blood and Chocolate ;5
2725;You Will Meet a Tall Dark Stranger ;100
2726;Never Let Me Go ;22
2727;The Company             ;37
2728;Transsiberian ;50
2729;The Clan of the Cave Bear ;146
2730;Crazy in Alabama ;74
2731;Funny Games ;65
2732;Listening ;24
2733;Felicia's Journey ;25
2734;Metropolis ;22
2735;District B13 ;58
2736;Things to Do in Denver When You're Dead ;59
2737;The Assassin ;163
2738;Buffalo Soldiers ;75
2739;The Return ;55
2740;Ong-bak 2 ;165
2741;Centurion ;31
2742;Silent Trigger ;28
2743;The Midnight Meat Train ;10
2744;Winnie Mandela ;36
2745;The Son of No One ;64
2746;All the Queen's Men ;33
2747;The Good Night ;111
2748;Bathory: Countess of Blood ;36
2749;Khumba ;132
2750;Automata ;140
2751;Dungeons & Dragons: Wrath of the Dragon God ;160
2752;Chiamatemi Francesco - Il Papa della gente ;41
2753;Shinjuku Incident ;57
2754;Pandaemonium ;41
2755;Groundhog Day ;83
2756;Magic Mike XXL ;96
2757;Romeo + Juliet ;101
2758;Sarah's Key ;34
2759;Freedom ;93
2760;Unforgiven ;21
2761;Manderlay ;19
2762;Slumdog Millionaire ;101
2763;Fatal Attraction ;54
2764;Pretty Woman ;82
2765;Towering Inferno             ;85
2766;Crocodile Dundee II ;76
2767;Broken Horses ;49
2768;Born on the Fourth of July ;29
2769;Cool Runnings ;108
2770;My Bloody Valentine ;17
2773;Stomp the Yard ;94
2774;The Spy Who Loved Me ;137
2775;Ghost Hunters             ;70
2776;Urban Legend ;11
2778;Good Deeds ;100
2779;White Fang ;150
2780;Superstar ;82
2781;The Iron Lady ;36
2782;Jonah: A VeggieTales Movie ;121
2783;Poetic Justice ;101
2784;All About the Benjamins ;80
2785;Vampire in Brooklyn ;9
2786;Exorcist II: The Heretic ;8
2787;An American Haunting ;11
2788;My Boss's Daughter ;82
2789;A Perfect Getaway ;48
2790;Our Family Wedding ;82
2791;Dead Man on Campus ;85
2792;Tea with Mussolini ;33
2793;Thinner ;5
2794;New York, New York ;94
2795;Crooklyn ;114
2796;I Think I Love My Wife ;100
2797;Jason X ;4
2799;Bobby ;38
2800;Head Over Heels ;51
2801;Fun Size ;148
2802;The Diving Bell and the Butterfly ;41
2803;Little Children ;101
2804;Gossip ;55
2805;A Walk on the Moon ;19
2806;Catch a Fire ;36
2807;Soul Survivors ;13
2808;Jefferson in Paris ;39
2809;Easy Virtue ;82
2810;Caravans ;152
2811;Mr. Turner ;36
2812;Wild Grass ;101
2813;Amen. ;29
2814;Reign of Assassins ;165
2815;The Lucky Ones ;33
2816;Margaret ;19
2817;Stan Helsing ;9
2818;Flipped ;100
2819;Brokeback Mountain ;101
2821;Clueless ;82
2822;Far from Heaven ;101
2823;Hot Tub Time Machine 2 ;88
2824;Dekalog             ;19
2825;Quills ;41
2826;Seven Psychopaths ;73
2827;The Caveman's Valentine ;99
2828;The Border             ;57
2829;Downfall ;29
2830;The Sea Inside ;39
2831;Under the Skin ;24
2832;Good Morning, Vietnam ;40
2833;The Last Godfather ;85
2834;Justin Bieber: Never Say Never ;68
2835;Black Swan ;25
2837;The Godfather: Part II ;59
2838;Save the Last Dance ;94
2839;A Nightmare on Elm Street 4: The Dream Master ;7
2840;Miracles from Heaven ;19
2841;Dude, Where's My Car? ;51
2842;Young Guns ;60
2843;St. Vincent ;114
2844;About Last Night ;82
2845;10 Things I Hate About You ;100
2846;The New Guy ;85
2847;Loaded Weapon 1 ;79
2848;The Shallows ;14
2849;The Butterfly Effect ;143
2850;Snow Day ;134
2851;This Christmas ;100
2852;Baby Geniuses ;107
2853;The Big Hit ;80
2854;Harriet the Spy ;102
2855;Child's Play 2 ;5
2856;No Good Deed ;67
2857;The Mist ;8
2858;Ex Machina ;23
2859;Being John Malkovich ;110
2860;Two Can Play That Game ;82
2861;Earth to Echo ;90
2862;Crazy/Beautiful ;101
2863;Letters from Iwo Jima ;31
2864;The Astronaut Farmer ;149
2865;Woo ;82
2866;Room ;19
2867;Dirty Work ;85
2868;Serial Mom ;66
2869;Dick ;85
2870;Del 1 - Män som hatar kvinnor             ;46
2871;Light It Up ;25
2872;54 ;98
2873;Bubble Boy ;86
2874;Birthday Girl ;66
2875;21 & Over ;85
2876;Paris, je t'aime ;100
2877;Resurrecting the Champ ;118
2878;Admission ;100
2879;The Widow of Saint-Pierre ;101
2880;Chloe ;54
2881;Faithful ;74
2883;Find Me Guilty ;40
2884;The Perks of Being a Wallflower ;101
2885;Excessive Force ;165
2886;Infamous ;43
2887;The Claim ;21
2888;The Vatican Tapes ;17
2889;Attack the Block ;145
2890;In the Land of Blood and Honey ;32
2891;The Call ;67
2892;Operation Chromite ;30
2893;The Crocodile Hunter: Collision Course ;128
2894;I Love You Phillip Morris ;63
2895;Quest for Fire ;152
2896;Antwone Fisher ;41
2897;The Emperor's Club ;19
2898;True Romance ;61
2899;Womb ;22
2900;Glengarry Glen Ross ;53
2901;The Killer Inside Me ;64
2902;Cat People ;7
2903;Sorority Row ;10
2904;The Prisoner of Zenda ;154
2905;Lars and the Real Girl ;100
2906;The Boy in the Striped Pajamas ;34
2907;Dancer in the Dark ;99
2908;Oscar and Lucinda ;101
2909;The Funeral ;59
2910;Solitary Man ;100
2911;Machete ;58
2912;Casino Jack ;40
2913;The Land Before Time ;132
2914;Tae Guk Gi: The Brotherhood of War ;35
2915;The Perfect Game ;109
2916;The Exorcist ;8
2917;Jaws ;150
2918;American Pie ;85
2919;Ernest & Celestine ;107
2920;The Golden Child ;78
2921;Think Like a Man ;82
2922;Barbershop ;114
2923;Star Trek II: The Wrath of Khan ;155
2924;Ace Ventura: Pet Detective ;85
2925;WarGames ;143
2926;Witness ;62
2927;Act of Valor ;26
2928;Step Up ;99
2929;Beavis and Butt-Head Do America ;132
2930;Jackie Brown ;67
2931;Harold & Kumar Escape from Guantanamo Bay ;148
2932;Chronicle ;24
2933;Yentl ;94
2934;Time Bandits ;89
2935;Crossroads ;114
2936;Project X ;73
2937;Patton ;29
2938;One Hour Photo ;25
2939;Quarantine ;15
2940;The Eye ;10
2941;Johnson Family Vacation ;85
2942;How High ;113
2943;The Muppet Christmas Carol ;120
2945;Frida ;39
2946;Katy Perry: Part of Me ;68
2947;The Fault in Our Stars ;101
2948;Rounders ;59
2949;Top Five ;82
2950;Prophecy ;2
2951;Stir of Echoes ;11
2952;Spartacus: War of the Damned             ;152
2953;Philomena ;41
2954;The Upside of Anger ;114
2955;The Boys from Brazil ;25
2956;Aquamarine ;105
2957;Paper Towns ;54
2958;My Baby's Daddy ;85
2959;Nebraska ;147
2960;Tales from the Crypt: Demon Knight ;3
2961;Max Keeble's Big Move ;107
2962;Young Adult ;114
2963;Crank ;58
2964;How to Be a Player ;85
2965;Living Out Loud ;100
2966;Just Wright ;116
2967;Rachel Getting Married ;101
2968;The Postman Always Rings Twice ;62
2969;Girl with a Pearl Earring ;39
2970;Das Boot ;26
2972;Sorority Boys ;85
2973;About Time ;111
2974;House of Flying Daggers ;153
2975;Arbitrage ;25
2976;Project Almanac ;143
2977;Cadillac Records ;97
2978;Screwed ;73
2979;Fortress ;139
2980;For Your Consideration ;85
2981;Celebrity ;114
2982;Running with Scissors ;114
2983;From Justin to Kelly ;91
2984;Girl 6 ;114
