;movie_title;HCA
3988;Menace II Society ;64
3989;Empire             ;98
3990;Creepshow 2 ;6
3991;The Ballad of Cable Hogue ;21
3992;In Cold Blood ;43
3993;The Nun's Story ;19
3994;Harper ;49
3995;Frenzy ;142
3996;The Witch ;10
3997;I Got the Hook Up ;85
3998;She's the One ;100
3999;Gods and Monsters ;41
4000;The Secret in Their Eyes ;55
4002;Train ;17
4003;Evil Dead II ;6
4004;Pootie Tang ;76
4005;Sharknado ;8
4006;La otra conquista ;38
4007;Trollhunter ;9
4008;Ira & Abby ;82
4010;Winter Passing ;114
4011;D.E.B.S. ;162
4012;The Masked Saint ;44
4013;The Betrayed ;50
4014;Taxman ;80
4015;The Secret             ;25
4016;2:13 ;17
4017;Batman: The Dark Knight Returns, Part 2 ;140
4018;Time to Choose ;70
4019;In the Name of the King: The Last Job ;138
4020;Wicked Blood ;57
4021;Dawn Patrol ;25
4022;Lords of London ;45
4023;High Anxiety ;85
4024;March of the Penguins ;70
4025;Margin Call ;42
4026;August ;101
4027;Choke ;114
4028;Whiplash ;98
4029;City of God ;59
4030;Human Traffic ;92
4031;Day One ;97
4032;The Dead Girl ;53
4033;The Hunt ;19
4034;A Christmas Story ;107
4035;Bella ;101
4036;Class of 1984 ;57
4037;The Opposite Sex ;85
4038;Dreaming of Joseph Lees ;101
4039;The Class ;19
4040;Rosemary's Baby ;14
4041;The Man Who Shot Liberty Valance ;21
4042;Adam ;101
4043;Maria Full of Grace ;59
4044;Beginners ;100
4045;Feast ;145
4046;Animal House ;85
4047;Goldfinger ;135
4048;Antiviral ;15
4049;It's a Wonderful Life ;103
4050;Trainspotting ;19
4051;The Original Kings of Comedy ;69
4052;Paranormal Activity 2 ;8
4053;Waking Ned Devine ;85
4054;Bowling for Columbine ;70
4055;Coming Home ;19
4056;A Nightmare on Elm Street 2: Freddy's Revenge ;5
4057;A Room with a View ;101
4058;The Purge ;15
4059;Sinister ;10
4060;Martin Lawrence Live: Runteldat ;68
4061;Cat on a Hot Tin Roof ;101
4062;Beneath the Planet of the Apes ;155
4063;Air Bud ;109
4064;Pokémon 3: The Movie ;126
4065;Jason Lives: Friday the 13th Part VI ;17
4066;The Bridge on the River Kwai ;154
4067;Spaced Invaders ;89
4068;Family Plot ;145
4069;The Apartment ;100
4070;Jason Goes to Hell: The Final Friday ;7
4071;Torn Curtain ;142
4072;Dave Chappelle's Block Party ;69
4073;Slow West ;20
4074;Krush Groove ;96
4075;Next Day Air ;79
4076;Elmer Gantry ;19
4077;Judgment at Nuremberg ;34
4078;Trippin' ;85
4079;Robot Chicken             ;130
4080;Red River ;161
4081;Phat Girlz ;85
4082;Before Midnight ;101
4083;Teen Wolf Too ;113
4084;Phantasm II ;3
4085;Woman Thou Art Loosed ;19
4086;Real Women Have Curves ;114
4087;Deadline Gallipoli             ;34
4088;Water ;101
4089;East Is East ;114
4090;Whipped ;82
4091;Kama Sutra: A Tale of Love ;38
4092;Please Give ;114
4093;Willy Wonka & the Chocolate Factory ;119
4094;Warlock: The Armageddon ;5
4095;8 Heads in a Duffel Bag ;73
4096;Days of Heaven ;101
4097;Thirteen Conversations About One Thing ;19
4098;Jawbreaker ;66
4099;Basquiat ;41
4100;Frances Ha ;100
4101;Tsotsi ;59
4102;Happiness ;114
4103;DysFunktional Family ;69
4104;Tusk ;9
4105;Oldboy ;55
4106;Letters to God ;104
4107;Hobo with a Shotgun ;145
4108;Compadres ;77
4109;Freeway ;75
4110;Love's Abiding Joy ;21
4111;Fish Tank ;19
4112;Damsels in Distress ;100
4113;Creature             ;15
4114;Bachelorette ;82
4115;BrainDead             ;87
4116;Brave New Girl ;93
4117;Tim and Eric's Billion Dollar Movie ;85
4119;The Grand             ;19
4120;Summer Storm ;115
4121;Fort McCoy ;31
4122;Chain Letter ;17
4123;Just Looking ;114
4124;The Divide ;24
4125;The Eclipse ;14
4126;Demonic ;17
4127;My Big Fat Independent Movie ;85
4129;The Deported ;85
4130;Tanner Hall ;19
4131;Open Road ;28
4132;They Came Together ;85
4133;30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ;85
4134;Never Back Down 2: The Beatdown ;163
4135;Point Blank ;67
4136;Four Single Fathers ;85
4137;Enter the Dangerous Mind ;142
4138;Something Wicked ;13
4139;AWOL-72 ;142
4140;Iguana ;151
4142;Chicago Overcoat ;151
4143;Barry Munday ;100
4144;Central Station ;19
4145;Pocketful of Miracles ;114
4146;Close Range ;165
4147;Boynton Beach Club ;82
4148;Amnesiac ;13
4149;Freakonomics ;70
4151;High Tension ;8
4152;Griff the Invisible ;86
4153;Unnatural ;4
4154;Hustle & Flow ;99
4155;Some Like It Hot ;91
4156;Friday the 13th Part VII: The New Blood ;8
4157;The Wizard of Oz ;119
4158;Young Frankenstein ;85
4159;Diary of the Dead ;8
4160;Lage Raho Munna Bhai ;100
4161;Ulee's Gold ;19
4162;The Black Stallion ;108
4163;Sardaar Ji ;84
4164;Journey to Saturn ;157
4165;Donovan's Reef ;147
4166;The Dress ;114
4167;A Guy Named Joe ;35
4168;Blazing Saddles ;148
4169;Friday the 13th: The Final Chapter ;17
4170;Ida ;19
4171;Maurice ;101
4172;Beer League ;116
4174;Riding Giants ;71
4175;Timecrimes ;16
4176;Silver Medallist ;76
4177;Timber Falls ;17
4178;Singin' in the Rain ;91
4179;Fat, Sick & Nearly Dead ;70
4180;A Haunted House ;113
4181;2016: Obama's America ;70
4183;That Thing You Do! ;96
4184;Halloween III: Season of the Witch ;16
4185;Escape from the Planet of the Apes ;156
4186;Hud ;19
4187;Kevin Hart: Let Me Explain ;69
4188;My Own Private Idaho ;19
4189;Garden State ;100
4190;Before Sunrise ;101
4191;Sur le seuil ;4
4192;Jesus' Son ;19
4193;Saving Face ;100
4194;Brick Lane ;19
4195;Robot & Frank ;88
4196;My Life Without Me ;101
4197;The Spectacular Now ;100
4198;Marilyn Hotchkiss' Ballroom Dancing and Charm School ;91
4199;Religulous ;33
4200;Fuel ;70
4201;Valley of the Heart's Delight ;19
4203;Eye of the Dolphin ;102
4204;8: The Mormon Proposition ;70
4205;The Other End of the Line ;100
4206;Anatomy ;17
4207;Sleep Dealer ;54
4208;Super ;74
4209;Christmas Mail ;102
4210;Stung ;9
4211;Antibirth ;8
4212;Get on the Bus ;38
4213;Thr3e ;13
4214;Idiocracy ;89
4215;The Rise of the Krays ;59
4216;This Is England ;59
4217;Alien Uprising ;88
4218;Bathing Beauty ;92
4219;Go for It! ;98
4220;Dancer, Texas Pop. 81 ;102
4221;Show Boat ;93
4222;Redemption Road ;19
4223;The Calling ;142
4224;The Brave Little Toaster ;120
4225;Fantasia ;119
4227;8 Days ;25
4228;Friday the 13th Part III ;17
4229;Friday the 13th: A New Beginning ;11
4230;The Last Sin Eater ;19
4231;Do You Believe? ;19
4232;Impact Point ;142
4233;The Valley of Decision ;19
4234;Eden ;25
4235;Chicken Tikka Masala ;100
4236;Always Woodstock ;91
4237;Jack Brooks: Monster Slayer ;1
4238;The Best Years of Our Lives ;32
4239;Bully ;43
4240;Elling ;114
4241;Mi America ;59
4242;[Rec] ;8
4243;Lies in Plain Sight ;19
4244;Sharkskin ;75
4245;Containment ;15
4246;The Timber ;151
4247;From Russia with Love ;135
4248;The Toxic Avenger Part II ;1
4249;In the Heat of the Night             ;53
4250;Sleeper ;88
4251;It Follows ;10
4252;Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ;85
4253;To Kill a Mockingbird ;59
4254;Mad Max 2: The Road Warrior ;137
4255;The Legend of Drunken Master ;77
4257;Boys Don't Cry ;63
4258;Silent House ;13
4259;The Lives of Others ;25
4260;Courageous ;19
4261;The Hustler ;118
4262;Boom Town ;154
4263;The Triplets of Belleville ;130
4264;Smoke Signals ;114
4265;American Splendor ;40
4266;Before Sunset ;101
4267;Amores Perros ;25
4268;Thirteen ;19
4269;Gentleman's Agreement ;101
4270;Winter's Bone ;19
4271;Touching the Void ;71
4272;Alexander's Ragtime Band ;94
4273;Me and You and Everyone We Know ;114
4274;Inside Job ;70
4275;We Are Your Friends ;94
4276;Ghost Dog: The Way of the Samurai ;57
4277;Harsh Times ;57
4278;Captive ;64
4279;Full Frontal ;82
4280;Witchboard ;11
4281;Strangers with Candy             ;85
4283;Shortbus ;100
4284;Waltz with Bashir ;29
4285;The Book of Mormon Movie, Volume 1: The Journey ;146
4286;No End in Sight ;70
4287;The Diary of a Teenage Girl ;101
4288;Get Real             ;100
4289;In the Shadow of the Moon ;68
4290;Meek's Cutoff ;21
4291;Inside Deep Throat ;68
4292;Dinner Rush ;63
4293;Clockwatchers ;114
4294;The Virginity Hit ;85
4295;Subway ;75
4296;House of D ;114
4297;Teeth ;6
4298;Six-String Samurai ;157
4299;Hum To Mohabbat Karega ;162
4300;It's All Gone Pete Tong ;40
4301;Saint John of Las Vegas ;114
4302;24 7: Twenty Four Seven ;115
4303;Stonewall ;19
4304;Eureka             ;88
4305;Roadside Romeo ;106
4306;This Thing of Ours ;59
4307;The Lost Medallion: The Adventures of Billy Stone ;124
4308;The Last Five Years ;95
4309;The Missing Person ;19
4310;Return of the Living Dead III ;2
4311;London ;101
4312;Sherrybaby ;19
4314;Circle ;16
4315;Eden Lake ;17
4316;Plush ;142
4317;Vampire Killers ;78
4318;Gangster's Paradise: Jerusalema ;60
4319;Freeze Frame ;64
4320;Grave Encounters ;8
4321;Stitches ;9
4322;Nine Dead ;65
4323;To Be Frank, Sinatra at 100 ;70
4324;Bananas ;85
4325;Supercapitalist ;142
4326;Rockaway ;57
4327;Wings             ;114
4328;The Lady from Shanghai ;50
4329;No Man's Land: The Rise of Reeker ;17
4330;Highway ;59
4331;Small Apartments ;74
4332;Coffee Town ;85
4333;The Ghastly Love of Johnny X ;89
4334;All Is Bright ;114
4335;The Torture Chamber of Dr. Sadism ;10
4336;Straight A's ;114
4337;A Funny Thing Happened on the Way to the Forum ;92
4338;Slacker Uprising ;70
4339;The Legend of Hell's Gate: An American Conspiracy ;152
4340;The Walking Deceased ;9
4341;The Curse of Downers Grove ;13
4342;Shark Lake ;142
4343;River's Edge ;59
4344;Northfork ;111
4345;The Marine 4: Moving Target ;144
4346;Buried ;55
4347;Submarine ;100
4348;The Square ;68
4349;One to Another ;19
4351;ABCD (Any Body Can Dance) ;98
4353;Man on Wire ;68
4354;Abandoned ;19
4355;Brotherly Love ;19
4356;The Last Exorcism ;14
4357;Nowhere Boy ;97
4358;A Streetcar Named Desire ;19
4359;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ;85
4360;El crimen del padre Amaro ;101
4361;Beasts of the Southern Wild ;111
4362;Battle for the Planet of the Apes ;156
4363;Songcatcher ;98
4364;Higher Ground ;19
4365;Vaalu ;82
4366;The Greatest Movie Ever Sold ;69
4367;Ed and His Dead Mother ;9
4368;Travelers and Magicians ;150
4369;Hang 'Em High ;20
4370;Deadline - U.S.A. ;59
4371;Sublime ;17
4372;A Beginner's Guide to Snuff ;6
4373;Independence Daysaster ;156
4374;Dysfunctional Friends ;114
4375;Run Lola Run ;59
4376;May ;14
4377;Against the Wild ;134
4378;Living Dark: The Story of Ted the Caver ;8
4379;Under the Same Moon ;150
4380;Conquest of the Planet of the Apes ;156
4381;In the Bedroom ;59
4382;I Spit on Your Grave ;17
4383;Happy, Texas ;72
4384;My Summer of Love ;101
4385;The Lunchbox ;101
4386;Yes ;101
4387;You Can't Take It with You ;100
4388;From Here to Eternity ;32
4389;She Wore a Yellow Ribbon ;20
4390;Grace Unplugged ;98
4391;Foolish ;114
4392;N-Secure ;64
4393;Caramel ;100
4394;Out of the Dark ;17
4395;The Bubble ;100
4396;The Conversation ;55
4397;Dil Jo Bhi Kahey... ;84
4398;Mississippi Mermaid ;63
4399;I Love Your Work ;52
4400;Cabin Fever ;8
4402;Waitress ;100
4403;Bloodsport ;44
4404;Mr. Smith Goes to Washington ;114
4405;Kids ;19
4406;The Squid and the Whale ;114
4407;Kissing Jessica Stein ;100
4409;Kickboxer: Vengeance ;165
4410;Spellbound ;47
4411;Exotica ;54
4412;Buffalo '66 ;75
4413;Insidious ;12
4414;Repo Man ;145
4415;Nine Queens ;64
4416;The Gatekeepers ;70
4417;The Ballad of Jack and Rose ;19
4418;The To Do List ;82
4419;Killing Zoe ;64
4420;The Believer ;19
4421;Snow Angels ;101
4422;Unsullied ;4
4423;Session 9 ;10
4424;I Want Someone to Eat Cheese With ;82
4425;Mooz-Lum ;104
4426;Hatchet ;9
4427;Modern Times ;102
4428;Stolen Summer ;19
4429;My Name Is Bruce ;113
4430;The Salon ;114
4431;Road Hard ;85
4432;Forty Shades of Blue ;94
4433;Amigo ;34
4434;Pontypool ;5
4435;Trucker ;19
4436;Me You and Five Bucks ;100
4437;The Lords of Salem ;7
4438;Housebound ;51
4439;Wal-Mart: The High Cost of Low Price ;70
4440;Fetching Cody ;111
4441;Once Upon a Time in Queens ;114
4442;Closer to the Moon ;114
4443;Mutant World ;90
4444;Growing Up Smith ;102
4445;Checkmate ;58
4447;#Horror ;13
4448;Wind Walkers ;4
4449;Snow White and the Seven Dwarfs ;119
4450;The Holy Girl ;19
4451;Shalako ;20
4452;Incident at Loch Ness ;18
4453;The Dog Lover ;19
4454;Girl House ;17
4455;The Blue Room ;61
4456;House at the End of the Drive ;17
4457;Batman: The Movie ;134
4458;Lock, Stock and Two Smoking Barrels ;73
4459;The Ballad of Gregorio Cortez ;20
4460;The Streets of San Francisco             ;60
4461;The Celebration ;19
4462;Trees Lounge ;114
4463;Journey from the Fall ;19
4464;The Basket ;19
4465;Eddie: The Sleepwalking Cannibal ;9
4467;Space: Above and Beyond             ;22
4468;Queen of the Mountains ;44
4469;Def-Con 4 ;156
4470;The Hebrew Hammer ;85
4471;Neal 'N' Nikki ;91
4472;The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ;85
4473;Forget Me Not ;14
4474;Rebecca ;55
4475;Friday the 13th Part 2 ;11
4476;The Lost Weekend ;19
4477;C.H.U.D. ;2
4478;Filly Brown ;98
4479;The Lion of Judah ;130
4480;Niagara ;67
4481;How Green Was My Valley ;104
4482;The Girlfriend Experience             ;19
4483;Da Sweet Blood of Jesus ;162
4484;Sex, Lies, and Videotape ;19
4485;Saw ;11
4486;Super Troopers ;51
4487;The Algerian ;161
4488;The Amazing Catfish ;114
4490;Monsoon Wedding ;100
4491;You Can Count on Me ;19
4492;The Trouble with Harry ;51
4494;But I'm a Cheerleader ;114
4495;Home Run ;118
4496;Reservoir Dogs ;64
4497;The Blue Bird ;103
4498;The Good, the Bad and the Ugly ;20
4499;The Second Mother ;114
4500;Blue Like Jazz ;114
4501;Down and Out with the Dolls ;92
4502;Pink Ribbons, Inc. ;70
4503;Certifiably Jonathan ;69
4504;Q ;19
4505;The Knife of Don Juan ;114
4506;Grand Theft Parsons ;147
4507;Extreme Movie ;85
4508;The Charge of the Light Brigade ;153
4509;Below Zero ;142
4510;Crowsnest ;12
4511;Airborne ;108
4512;Cotton Comes to Harlem ;77
4513;The Wicked Within ;8
4514;Bleeding Hearts ;8
4515;Waiting... ;85
4516;Dead Man's Shoes ;64
4517;Wolf Creek             ;14
4518;From a Whisper to a Scream ;4
4519;Sex with Strangers ;71
4520;Dracula: Pages from a Virgin's Diary ;92
4521;Faith Like Potatoes ;19
4522;Beyond the Black Rainbow ;143
4523;The Raid: Redemption ;58
4524;The Dead Undead ;2
4525;The Vatican Exorcisms ;8
4526;Casablanca ;32
4527;Lake Mungo ;13
4528;Rocket Singh: Salesman of the Year ;114
4529;Silent Running ;22
4530;Rocky ;118
4531;The Sleepwalker ;19
4533;Tom Jones ;148
4534;Unfriended ;11
4535;Taxi Driver ;59
4536;The Howling ;8
4537;Dr. No ;135
4538;Chernobyl Diaries ;16
4539;Hellraiser ;5
4540;God's Not Dead 2 ;19
4541;Cry_Wolf ;13
4542;Godzilla 2000 ;149
4543;Blue Valentine ;101
4544;Transamerica ;147
4545;The Devil Inside ;8
4546;Beyond the Valley of the Dolls ;96
4547;Love Me Tender ;21
4548;An Inconvenient Truth ;70
4549;Sands of Iwo Jima ;30
4550;Shine a Light ;68
4551;The Green Inferno ;18
4552;Departure ;102
4553;The Sessions ;40
4554;Food, Inc. ;70
4555;October Baby ;19
4556;Next Stop Wonderland ;100
4558;The Skeleton Twins ;114
4559;Martha Marcy May Marlene ;55
4560;Obvious Child ;114
4561;Frozen River ;59
4562;20 Feet from Stardom ;68
4563;Two Girls and a Guy ;114
4564;Walking and Talking ;100
4566;Who Killed the Electric Car? ;70
4567;The Broken Hearts Club: A Romantic Comedy ;115
4568;Bubba Ho-Tep ;51
4570;Slam ;19
4571;Brigham City ;53
4572;Fiza ;101
4574;Orgazmo ;88
4575;All the Real Girls ;101
4576;Dream with the Fishes ;114
4577;Blue Car ;19
4578;Luminarias ;82
4579;Palo Alto ;19
4580;Ajami ;59
4581;Wristcutters: A Love Story ;110
4582;I Origins ;22
4583;The Battle of Shaker Heights ;100
4585;The Act of Killing ;68
4586;Taxi to the Dark Side ;70
4587;Once in a Lifetime: The Extraordinary Story of the New York Cosmos ;71
4588;Guiana 1838 ;19
4589;Lisa Picard Is Famous ;114
4590;Antarctica: A Year on Ice ;41
4591;A Lego Brickumentary ;70
4592;Hardflip ;163
4593;Chocolate: Deep Dark Secrets ;142
4594;The House of the Devil ;8
4595;The Perfect Host ;66
4596;Safe Men ;73
4597;Speedway Junky ;63
4598;The Last Big Thing ;114
4599;The Specials ;157
4600;16 to Life ;82
4601;Alone with Her ;64
4602;Creative Control ;22
4603;Special ;88
4604;Sparkler ;114
4605;The Helix... Loaded ;157
4606;In Her Line of Fire ;163
4607;The Jimmy Show ;114
4608;Heli ;63
4609;Karachi se Lahore ;107
4610;Loving Annabelle ;101
4611;Hits ;114
4612;Jimmy and Judy ;64
4613;Frat Party ;85
4614;The Party's Over ;19
4615;Proud ;19
4616;The Poker House ;19
4617;Childless ;19
4618;ZMD: Zombies of Mass Destruction ;87
4619;Snow White: A Deadly Summer ;8
4620;Hidden Away ;101
4621;My Last Day Without You ;100
4622;Steppin: The Movie ;92
4623;Doc Holliday's Revenge ;20
4624;Black Rock ;17
4625;Truth or Die ;10
4626;The Pet ;25
4627;Bang Bang Baby ;98
4628;Fear Clinic ;8
4629;Zombie Hunter ;1
4630;A Fine Step ;19
4632;Charly ;22
4633;Banshee Chapter ;17
4634;Jesse             ;85
4635;Ask Me Anything ;19
4636;And Then Came Love ;82
4637;Food Chains ;70
4638;On the Waterfront ;63
4639;L!fe Happens ;85
4640;4 Months, 3 Weeks and 2 Days ;19
4641;The Horror Network Vol. 1 ;8
4642;Hard Candy ;64
4643;The Quiet ;25
4644;Circumstance ;19
4645;Fruitvale Station ;39
4646;The Brass Teapot ;7
4647;Bambi ;130
4648;The Hammer ;116
4650;Latter Days ;100
4651;Elza ;19
4652;1982 ;19
4653;For a Good Time, Call... ;85
4654;Celeste & Jesse Forever ;100
4655;Time Changer ;22
4656;London to Brighton ;64
4657;American Hero ;141
4658;Windsor Drive ;47
4659;A Separation ;52
4660;Crying with Laughter ;142
4661;Welcome to the Dollhouse ;114
4662;Ruby in Paradise ;101
4663;Raising Victor Vargas ;101
4664;Pandora's Box ;63
4665;Harrison Montgomery ;19
4666;Live-In Maid ;19
4667;Deterrence ;25
4668;The Mudge Boy ;63
4669;The Young Unknowns ;19
4670;Not Cool ;85
4671;Dead Snow ;9
4672;Saints and Soldiers ;158
4673;Vessel ;15
4674;American Graffiti ;96
4675;Iraq for Sale: The War Profiteers ;70
4676;Aqua Teen Hunger Force Colon Movie Film for Theaters ;157
4677;Safety Not Guaranteed ;100
4678;Kevin Hart: Laugh at My Pain ;69
4679;Kill List ;65
4680;The Innkeepers ;8
4682;The Conformist ;19
4683;Interview with the Assassin ;19
4684;Donkey Punch ;65
4685;All the Boys Love Mandy Lane ;8
4686;Bled ;8
4687;High Noon ;20
4688;Hoop Dreams ;71
4689;Rize ;68
4690;Destiny ;159
4691;L.I.E. ;59
4692;The Sisterhood of Night ;55
4693;B-Girl ;94
4696;Half Nelson ;19
4697;Naturally Native ;19
4698;Hav Plenty ;85
4699;Adulterers ;64
4700;Escape from Tomorrow ;5
4701;Starsuckers ;70
4702;The Hadza: Last of the First ;70
4703;After ;12
4704;Treachery ;25
4705;Walter ;114
4706;Top Hat ;91
4707;The Blair Witch Project ;8
4708;Woodstock ;68
4709;The Kentucky Fried Movie ;85
4710;Mercy Streets ;60
4711;Arnolds Park ;47
4712;Broken Vessels ;19
4713;Water & Power ;59
4714;They Will Have to Kill Us First ;70
4715;Crop Circles: Quest for Truth ;70
4716;Light from the Darkroom ;28
4717;Irreplaceable ;114
4718;The Maid's Room ;142
4719;A Hard Day's Night ;92
4720;The Harvest/La Cosecha ;70
4721;Love Letters ;101
4722;Julija in alfa Romeo ;85
4723;Fireproof ;101
4724;Faith Connections ;41
4725;Benji ;106
4726;Open Water ;18
4727;High Road ;85
4728;Kingdom of the Spiders ;2
4729;Mad Hot Ballroom ;104
4730;The Station Agent ;114
4731;To Save a Life ;19
4732;Wordplay ;70
4733;Beyond the Mat ;71
4734;The Singles Ward ;100
4735;Osama ;19
4736;Sholem Aleichem: Laughing in the Darkness ;70
4737;Groove ;98
4738;The R.M. ;107
4739;Twin Falls Idaho ;19
4740;Mean Creek ;59
4741;Hurricane Streets ;63
4742;Never Again ;82
4743;Civil Brand ;64
4744;Lonesome Jim ;114
4745;Drinking Buddies ;100
4746;Deceptive Practice: The Mysteries and Mentors of Ricky Jay ;70
4747;Seven Samurai ;158
4748;The Other Dream Team ;71
4749;Johnny Suede ;91
4750;Finishing the Game: The Search for a New Bruce Lee ;85
4751;Rubber ;113
4753;Kiss the Bride ;82
4754;The Slaughter Rule ;118
4755;Monsters ;24
4756;The Californians ;19
4757;The Living Wake ;85
4758;Detention of the Dead ;9
4759;Crazy Stone ;73
4760;Scott Walker: 30 Century Man ;68
4761;Everything Put Together ;19
4762;Good Kill ;25
4763;Insomnia Manica ;142
4764;The Outrageous Sophie Tucker ;70
4765;Now Is Good ;101
4766;Girls Gone Dead ;9
4767;America Is Still the Place ;148
4768;Subconscious ;46
4770;Enter Nowhere ;47
4771;The King of Najayo ;59
4772;Fight to the Finish ;163
4773;Alleluia! The Devil's Carnival ;92
4774;The Sound and the Shadow ;145
4775;Rodeo Girl ;104
4776;Born to Fly: Elizabeth Streb vs. Gravity ;71
4777;The Little Ponderosa Zoo ;104
4779;The Toxic Avenger ;1
4780;Straight Out of Brooklyn ;59
4781;Bloody Sunday ;31
4782;Diamond Ruff ;165
4783;Conversations with Other Women ;100
4784;Poultrygeist: Night of the Chicken Dead ;92
4785;Mutual Friends ;82
4786;42nd Street ;91
4787;Rise of the Entrepreneur: The Search for a Better Way ;70
4788;Metropolitan ;100
4789;As It Is in Heaven ;95
4790;Roadside ;13
4791;Napoleon Dynamite ;85
4792;Blue Ruin ;64
4793;Paranormal Activity ;8
4794;Dogtown and Z-Boys ;71
4795;Monty Python and the Holy Grail ;146
4796;Quinceañera ;19
4797;Gory Gory Hallelujah ;92
4798;Heroes             ;22
4799;Tarnation ;68
4800;I Want Your Money ;70
4801;Love in the Time of Monsters ;9
4802;The Beyond ;8
4803;Home Movies             ;130
4804;What Happens in Vegas ;82
4805;The Dark Hours ;17
4806;My Beautiful Laundrette ;100
4807;Fabled ;13
4808;Show Me ;25
4809;Cries & Whispers ;19
4810;Intolerance: Love's Struggle Throughout the Ages ;31
4811;Trekkies ;70
4812;The Broadway Melody ;91
4813;The Evil Dead ;5
4814;Maniac ;17
4815;Censored Voices ;68
4816;Murderball ;71
4817;American Ninja 2: The Confrontation ;163
4818;51 Birch Street ;70
4819;Revolution             ;149
4820;Rotor DR1 ;90
4822;12 Angry Men ;59
4823;My Dog Tulip ;130
4824;It Happened One Night ;82
4825;Dogtooth ;25
4826;Tupac: Resurrection ;68
4827;Tumbleweeds ;114
4828;The Prophecy ;12
4829;When the Cat's Away ;82
4830;Pieces of April ;114
4831;The Big Swap ;19
4832;Old Joy ;19
4833;Wendy and Lucy ;19
4834;3 Backyards ;19
4835;Pierrot le Fou ;63
4836;Sisters in Law ;70
4837;Ayurveda: Art of Being ;70
4838;Nothing But a Man ;101
4839;First Love, Last Rites ;101
4840;Fighting Tommy Riley ;118
4841;Royal Kill ;144
4843;The Looking Glass ;98
4844;Death Race 2000 ;156
4845;Locker 13 ;142
4846;Midnight Cabaret ;8
4847;Anderson's Cross ;100
4848;Bizarre ;94
4849;Graduation Day ;10
4850;Some Guy Who Kills People ;65
4851;Compliance ;42
4852;Chasing Amy ;100
4853;Lovely & Amazing ;100
4854;Death Calls ;161
4855;Better Luck Tomorrow ;63
4856;The Incredibly True Adventure of Two Girls in Love ;100
4857;Chuck & Buck ;114
4858;American Desi ;100
4859;Amidst the Devil's Wings ;60
4860;Cube ;47
4861;Love and Other Catastrophes ;82
4862;I Married a Strange Person! ;88
4863;November ;55
4864;Like Crazy ;101
4865;Teeth and Blood ;8
4866;Sugar Town ;92
4867;The Motel ;114
4868;The Canyons ;25
4869;Happy Valley             ;59
4870;On the Outs ;19
4871;Shotgun Stories ;25
4872;Exam ;47
4873;The Sticky Fingers of Time ;90
4874;Sunday School Musical ;98
4875;Rust ;19
4876;Ink ;22
4877;The Christmas Bunny ;104
4878;Jesus People ;85
4879;Butterfly ;59
4880;UnDivided ;70
4881;The Frozen ;17
4883;Horse Camp ;104
4884;Give Me Shelter ;70
4885;The Big Parade ;32
4886;Little Big Top ;85
4887;Along the Roadside ;91
4888;Bronson ;44
4889;Western Religion ;151
4890;Burn ;70
4891;Urbania ;19
4892;The Stewardesses ;114
4893;The Beast from 20,000 Fathoms ;18
4895;Mad Max ;137
4896;Swingers ;114
4897;A Fistful of Dollars ;21
4898;She Done Him Wrong ;95
4899;Short Cut to Nirvana: Kumbh Mela ;70
4900;The Grace Card ;19
4901;Middle of Nowhere ;19
4902;3 ;100
4903;The Business of Fancydancing ;98
4904;Call + Response ;68
4906;Malevolence ;45
4907;Shooting the Warwicks ;114
4908;Super Hybrid ;15
4909;Baghead ;9
4910;Solitude ;51
4911;The Case of the Grinning Cat ;70
4912;Ordet ;111
4913;Good Dick ;100
4914;The Man from Earth ;22
4915;The Trials of Darryl Hunt ;70
4916;An American Girl Holiday ;104
4917;Yesterday Was a Lie ;54
4918;Theresa Is a Mother ;96
4919;H. ;24
4920;Archaeology of a Woman ;19
4921;Children of Heaven ;104
4922;Weekend ;101
4923;She's Gotta Have It ;82
4924;Butterfly Girl ;70
4925;The World Is Mine ;19
4926;Another Earth ;22
4928;Sweet Sweetback's Baadasssss Song ;64
4929;Perfect Cowboy ;19
4930;Tadpole ;100
4931;Once ;94
4932;The Woman Chaser ;85
4933;The Horse Boy ;70
4934;When the Lights Went Out ;8
4935;Heroes of Dirt ;163
4937;A Charlie Brown Christmas ;131
4938;Antarctic Edge: 70° South ;146
4939;Aroused ;70
4940;Top Spin ;70
4941;Roger & Me ;70
4943;An American in Hollywood ;19
4944;Sound of My Voice ;23
4945;The Brain That Sings ;104
4946;The Blood of My Brother ;70
4947;Your Sister's Sister ;114
4948;Romantic Schemer ;84
4949;A Dog's Breakfast ;85
4952;Une Femme Mariée ;19
4953;The Birth of a Nation ;41
4954;The Work and the Story ;85
4955;Facing the Giants ;118
4956;The Gallows ;17
4957;Eraserhead ;2
4958;Over the Hill to the Poorhouse ;59
4959;Hollywood Shuffle ;85
4960;The Mighty ;114
4961;Penitentiary ;60
4962;The Lost Skeleton of Cadavra ;87
4963;Dude, Where's My Dog?! ;104
4964;Cheap Thrills ;65
4965;Indie Game: The Movie ;70
4966;Closure ;142
4967;Open Secret ;59
4968;Echo Dr. ;141
4969;The Night Visitor ;65
